hgnc_symbol	mim_morbid
GAS2L3	NA
GAS6	NA
GAS7	NA
GAS8	NA
GAST	NA
GATA1	314050
GATA1	300835
GATA1	300367
GATA1	190685
GATA2	614286
GATA2	614172
GATA2	614038
GATA3	146255
GATA4	615542
GATA4	614430
GATA4	614429
GATA4	607941
GATA4	187500
GATA5	NA
GATA6	614475
GATA6	614474
GATA6	600001
GATA6	217095
GATA6	187500
GATAD1	614672
GATAD2A	NA
GATAD2B	615074
GATB	NA
GATC	NA
GATM	612718
GATSL3	NA
GBA	608013
GBA	231005
GBA	231000
GBA	230900
GBA	230800
GBA	168600
GBA	127750
GBA2	614409
GBA3	NA
GBAS	NA
GBE1	263570
GBE1	232500
GBF1	NA
GBGT1	NA
GBP1	NA
GBP2	NA
GBP3	NA
GBP4	NA
GBP5	NA
GBP7	NA
GC	NA
GCA	NA
GCAT	NA
GCC1	NA
GCC2	NA
GCC2-AS1	NA
GCDH	NA
GCFC2	NA
GCG	NA
GCGR	125853
GCH1	233910
GCH1	128230
GCHFR	NA
GCK	606176
GCK	602485
GCK	125853
GCK	125851
GCKR	613463
GCLC	608446
GCLC	230450
GCLM	608446
GCM1	NA
GCM2	146200
GCN1	NA
GCNT1	NA
GCNT2	116700
GCNT2	110800
GCNT3	NA
GCNT4	NA
GCNT7	NA
GCSAM	NA
GCSAML	NA
GCSH	605899
GDA	NA
GDAP1	608340
GDAP1	607831
GDAP1	607706
GDAP1	214400
GDAP2	NA
GDE1	NA
GDF1	NA
GDF10	NA
GDF11	NA
GDF15	NA
GDF2	615506
GDF3	613704
GDF3	613703
GDF3	613702
GDF5	615298
GDF5	615072
GDF5	612400
GDF5	610017
GDF5	228900
GDF5	201250
GDF5	200700
GDF5	113100
GDF5	112600
GDF6	615360
GDF6	613703
GDF6	613094
GDF6	118100
GDF7	NA
GDF9	NA
GDI1	300849
GDI2	NA
GDNF	613711
GDNF	209880
GDNF	171300
GDPD1	NA
GDPD2	NA
GDPD3	NA
GDPD4	NA
GDPD5	NA
GEM	NA
GEMIN2	NA
GEMIN4	NA
GEMIN5	NA
GEMIN6	NA
GEMIN7	NA
GEMIN8	NA
GEMIN8P4	NA
GEN1	NA
GET4	NA
GFAP	NA
GFER	613076
GFI1	613107
GFI1	607847
GFI1B	187900
GFM1	609060
GFM2	NA
GFOD1	NA
GFPT1	610542
GFPT1	608931
GFPT2	NA
GFRA1	NA
GFRA2	NA
GFRA3	NA
GFRA4	NA
GGA1	NA
GGA2	NA
GGA3	NA
GGACT	NA
GGCT	NA
GGCX	610842
GGCX	277450
GGH	NA
GGN	NA
GGNBP1	NA
GGNBP2	NA
GGPS1	NA
GGT1	NA
GGT2	NA
GGT5	NA
GGT6	NA
GGT7	NA
GGTLC1	NA
GGTLC3	NA
GH1	612781
GH1	262650
GH1	262400
GH1	173100
GH2	NA
GHITM	NA
GHR	262500
GHR	143890
GHRH	NA
GHRHR	612781
GHRL	601665
GHSR	NA
GID8	NA
GIF	261000
GIGYF1	NA
GIGYF2	607688
GIMAP1	NA
GIMAP2	NA
GIMAP4	NA
GIMAP5	NA
GIMAP6	NA
GIMAP7	NA
GIMAP8	NA
GIN1	NA
GINM1	NA
GINS1	NA
GINS2	NA
GINS3	NA
GINS4	NA
GIP	NA
GIPC1	NA
GIPC2	NA
GIPC3	601869
GIPR	NA
GIT1	NA
GIT2	NA
GJA1	600309
GJA1	257850
GJA1	241550
GJA1	218400
GJA1	186100
GJA1	164200
GJA1	133200
GJA1	104100
GJA10	NA
GJA3	601885
GJA4	NA
GJA5	614049
GJA5	612474
GJA5	108770
GJA8	612474
GJA8	116200
GJB1	302800
GJB2	602540
GJB2	601544
GJB2	304400
GJB2	220290
GJB2	149200
GJB2	148350
GJB2	148210
GJB2	124500
GJB3	612644
GJB3	220290
GJB3	133200
GJB4	133200
GJB5	NA
GJB6	612645
GJB6	612643
GJB6	304400
GJB6	220290
GJB6	129500
GJC1	NA
GJC2	613480
GJC2	613206
GJC2	608804
GJD2	NA
GJD3	NA
GJD4	NA
GK	307030
GK2	600148
GKAP1	NA
GKN1	NA
GLA	301500
GLB1	253010
GLB1	230650
GLB1	230600
GLB1	230500
GLB1L	NA
GLB1L2	NA
GLCE	NA
GLDC	605899
GLDN	NA
GLE1	611890
GLE1	253310
GLG1	NA
GLI1	NA
GLI2	615849
GLI2	610829
GLI3	241800
GLI3	189960
GLI3	175700
GLI3	174700
GLI3	174200
GLI3	146510
GLIDR	NA
GLIPR1	NA
GLIPR1L2	NA
GLIPR2	NA
GLIS2	611498
GLIS3	610199
GLMN	138000
GLMP	NA
GLO1	NA
GLOD4	NA
GLP1R	NA
GLP2R	NA
GLRA1	149400
GLRA2	NA
GLRA3	NA
GLRA4	NA
GLRB	614619
GLRX	NA
GLRX2	NA
GLRX3	NA
GLRX5	616860
GLRX5	616859
GLRX5	205950
GLS	NA
GLS2	NA
GLT1D1	NA
GLT6D1	NA
GLT8D2	NA
GLTP	NA
GLTPD2	NA
GLTSCR1	NA
GLTSCR1L	NA
GLTSCR2	NA
GLUD1	606762
GLUD2	168600
GLUL	610015
GLYAT	NA
GLYATL1	NA
GLYATL2	NA
GLYATL3	NA
GLYCTK	220120
GLYR1	NA
GM2A	272750
GMCL1	NA
GMCL1P1	NA
GMDS	NA
GMEB1	NA
GMEB2	NA
GMFB	NA
GMFG	NA
GMIP	NA
GML	NA
GMNN	616835
GMPPA	NA
GMPPB	615352
GMPPB	615351
GMPPB	615350
GMPR	NA
GMPR2	NA
GMPS	NA
GNA11	NA
GNA12	NA
GNA13	NA
GNA14	NA
GNA15	NA
GNAI1	NA
GNAI2	192605
GNAI3	602483
GNAL	615073
GNAO1	615473
GNAQ	185300
GNAQ	163000
GNAS	612463
GNAS	612462
GNAS	603233
GNAS	219080
GNAS	174800
GNAS	166350
GNAS	103580
GNAS	102200
GNAT1	616389
GNAT1	610444
GNAT2	613856
GNAT3	NA
GNAZ	NA
GNB1	616973
GNB1	613065
GNB1L	NA
GNB2	NA
GNB3	617024
GNB3	145500
GNB4	615185
GNB5	NA
GNE	605820
GNE	269921
GNG10	NA
GNG11	NA
GNG12	NA
GNG13	NA
GNG2	NA
GNG3	NA
GNG4	NA
GNG5	NA
GNG7	NA
GNG8	NA
GNGT1	NA
GNGT2	NA
GNL1	NA
GNL2	NA
GNL3	NA
GNL3L	NA
GNLY	NA
GNMT	606664
GNPAT	222765
GNPDA1	NA
GNPDA2	NA
GNPNAT1	NA
GNPTAB	252600
GNPTAB	252500
GNPTG	252605
GNRH1	NA
GNRH2	NA
GNRHR	146110
GNS	252940
GOLGA1	NA
GOLGA2	NA
GOLGA2P10	NA
GOLGA2P11	NA
GOLGA4	NA
GOLGA5	188550
GOLGA6A	NA
GOLGA6B	NA
GOLGA6C	NA
GOLGA6D	NA
GOLGA6L1	NA
GOLGA6L10	NA
GOLGA6L2	NA
GOLGA6L22	NA
GOLGA6L4	NA
GOLGA6L6	NA
GOLGA7	NA
GOLGA8B	NA
GOLGA8CP	NA
GOLGA8DP	NA
GOLGA8EP	NA
GOLGA8F	NA
GOLGA8G	NA
GOLGA8H	NA
GOLGA8J	NA
GOLGA8K	NA
GOLGA8M	NA
GOLGA8N	NA
GOLGA8O	NA
GOLGA8Q	NA
GOLGA8R	NA
GOLGA8S	NA
GOLGA8T	NA
GOLGB1	NA
GOLIM4	NA
GOLM1	NA
GOLPH3	NA
GOLPH3L	NA
GOLT1A	NA
GOLT1B	NA
GON4L	NA
GOPC	NA
GORAB	231070
GORASP1	NA
GORASP2	NA
GOSR1	NA
GOSR2	614018
GOT1	614419
GOT1L1	NA
GOT2	NA
GP1BA	258660
GP1BA	231200
GP1BA	177820
GP1BA	153670
GP1BB	231200
GP2	NA
GP5	NA
GP6	614201
GP9	231200
GPA33	NA
GPAA1	NA
GPALPP1	NA
GPAM	NA
GPANK1	NA
GPAT2	NA
GPAT3	NA
GPAT4	NA
GPATCH1	NA
GPATCH11	NA
GPATCH2	NA
GPATCH2L	NA
GPATCH3	NA
GPATCH4	NA
GPATCH8	NA
GPBAR1	NA
GPBP1	NA
GPBP1L1	NA
GPC1	NA
GPC2	NA
GPC3	312870
GPC3	194070
GPC4	312870
GPC4	194070
GPC5	NA
GPC6	258315
GPCPD1	NA
GPD1	614480
GPD1L	611777
GPD2	NA
GPER1	NA
GPHN	615501
GPHN	149400
GPI	613470
GPIHBP1	615947
GPKOW	NA
GPLD1	NA
GPM6A	NA
GPM6B	NA
GPN1	NA
GPN2	NA
GPN3	NA
GPNMB	NA
GPR1	NA
GPR101	300943
GPR107	NA
GPR108	NA
GPR119	NA
GPR12	NA
GPR132	NA
GPR135	NA
GPR137	NA
GPR137B	NA
GPR137C	NA
GPR139	NA
GPR141	NA
GPR142	NA
GPR143	300814
GPR143	300500
GPR146	NA
GPR148	NA
GPR149	NA
GPR15	NA
GPR150	NA
GPR151	NA
GPR152	NA
GPR155	NA
GPR160	NA
GPR161	NA
GPR162	NA
GPR17	NA
GPR171	NA
GPR173	NA
GPR174	NA
GPR176	NA
GPR179	614565
GPR18	NA
GPR183	NA
GPR19	NA
GPR20	NA
GPR21	NA
GPR22	NA
GPR25	NA
GPR26	NA
GPR27	NA
GPR3	NA
GPR31	NA
GPR32	NA
GPR33	NA
GPR34	NA
GPR37	NA
GPR37L1	NA
GPR39	NA
GPR4	NA
GPR42	NA
GPR45	NA
GPR50	NA
GPR52	NA
GPR55	NA
GPR6	NA
GPR61	NA
GPR65	NA
GPR68	NA
GPR75-ASB3	NA
GPR78	NA
GPR82	NA
GPR83	NA
GPR84	NA
GPR87	NA
GPR88	616939
GPR89A	NA
GPR89B	NA
GPRASP1	NA
GPRASP2	NA
GPRC5A	NA
GPRC5B	NA
GPRC5C	NA
GPRC6A	NA
GPRIN1	NA
GPRIN2	NA
GPRIN3	NA
GPS1	NA
GPS2	NA
GPSM1	NA
GPSM2	NA
GPSM3	NA
GPT	NA
GPT2	616281
GPX1	614164
GPX2	NA
GPX3	NA
GPX4	250220
GPX5	NA
GPX6	NA
GPX7	NA
GPX8	NA
GRAMD1A	NA
GRAMD1C	NA
GRAMD2	NA
GRAMD3	NA
GRAMD4	NA
GRAP	NA
GRAP2	NA
GRAPL	NA
GRASP	NA
GRB10	NA
GRB14	NA
GRB2	NA
GRB7	NA
GREB1	NA
GREM1	NA
GREM2	NA
GRHL1	NA
GRHL2	NA
GRHL3	606713
GRHPR	260000
GRIA1	NA
GRIA2	NA
GRIA3	300699
GRIA4	NA
GRID1	NA
GRID2	616204
GRID2IP	NA
GRIK1	NA
GRIK2	NA
GRIK3	NA
GRIK4	NA
GRIK5	NA
GRIN1	614254
GRIN2A	245570
GRIN2B	616139
GRIN2B	613970
GRIN2C	NA
GRIN2D	NA
GRIN3A	NA
GRIN3B	NA
GRIP1	219000
GRIP2	NA
GRIPAP1	NA
GRK1	613411
GRK2	NA
GRK3	NA
GRK4	NA
GRK5	NA
GRK6	NA
GRK7	NA
GRM1	614831
GRM2	NA
GRM3	NA
GRM4	NA
GRM5	NA
GRM6	257270
GRM7	NA
GRM8	NA
GRN	614706
GRN	607485
GRP	NA
GRPEL1	NA
GRPEL2	NA
GRPR	NA
GRSF1	NA
GRWD1	NA
GRXCR1	613285
GRXCR2	615837
GSAP	NA
GSC	602471
GSC2	NA
GSDMA	NA
GSDMB	NA
GSDMC	NA
GSDMD	NA
GSE1	NA
GSG1	NA
GSG1L	NA
GSG2	NA
GSK3A	NA
GSK3B	NA
GSKIP	NA
GSN	NA
GSPT1	NA
GSPT2	NA
GSR	NA
GSS	266130
GSS	231900
GSTA1	NA
GSTA2	NA
GSTA3	NA
GSTA4	NA
GSTA5	NA
GSTCD	NA
GSTK1	NA
GSTM1	NA
GSTM2	NA
GSTM3	NA
GSTM4	NA
GSTM5	NA
GSTO1	NA
GSTO2	NA
GSTP1	NA
GSTT1	NA
GSTT2	NA
GSTT2B	NA
GSTZ1	NA
GSX1	NA
GSX2	NA
GTDC1	NA
GTF2A1	NA
GTF2A1L	NA
GTF2A2	NA
GTF2B	NA
GTF2E1	NA
GTF2E2	616943
GTF2F1	NA
GTF2F2	NA
GTF2H1	NA
GTF2H2	NA
GTF2H2C	NA
GTF2H2C_2	NA
GTF2H3	NA
GTF2H4	NA
GTF2H5	616395
GTF2I	NA
GTF2IRD1	NA
GTF2IRD2	NA
GTF2IRD2B	NA
GTF3A	NA
GTF3C1	NA
GTF3C2	NA
GTF3C3	NA
GTF3C4	NA
GTF3C5	NA
GTF3C6	NA
GTPBP1	NA
GTPBP10	NA
GTPBP2	NA
GTPBP3	616198
GTPBP4	NA
GTPBP6	NA
GTPBP8	NA
GTSE1	NA
GTSF1	NA
GTSF1L	NA
GUCA1A	602093
GUCA1B	613827
GUCA1C	NA
GUCA2A	NA
GUCA2B	NA
GUCD1	NA
GUCY1A2	NA
GUCY1A3	615750
GUCY1B3	NA
GUCY2C	614665
GUCY2C	614616
GUCY2D	601777
GUCY2D	204000
GUCY2F	NA
GUF1	617065
GUK1	NA
GULP1	NA
GUSB	253220
GXYLT1	NA
GXYLT2	NA
GYG1	616199
GYG1	613507
GYG2	NA
GYPA	611162
GYPB	611162
GYPC	616089
GYPC	611162
GYS1	611556
GYS2	240600
GZF1	NA
GZMA	NA
GZMB	NA
GZMH	NA
GZMK	NA
GZMM	NA
H1F0	NA
H1FNT	NA
H1FOO	NA
H1FX	NA
H2AFB1	NA
H2AFB2	NA
H2AFB3	NA
H2AFJ	NA
H2AFV	NA
H2AFX	NA
H2AFY	NA
H2AFY2	NA
H2AFZ	NA
H2BFM	NA
H2BFS	NA
H2BFWT	NA
H3F3A	NA
H3F3B	NA
H3F3C	NA
H6PD	604931
HAAO	NA
HABP2	616535
HABP2	188050
HABP4	NA
HACD1	NA
HACD2	NA
HACD3	NA
HACD4	NA
HACE1	616756
HACL1	NA
HADH	609975
HADH	231530
HADHA	609016
HADHA	609015
HADHB	609015
HAGH	614033
HAGHL	NA
HAL	235800
HAMP	613313
HAND1	NA
HAND2	NA
HAO1	NA
HAO2	NA
HAP1	NA
HAPLN1	NA
HARBI1	NA
HARS	616625
HARS	614504
HARS2	614926
HAS1	NA
HAS2	NA
HAS3	NA
HAT1	NA
HAUS1	NA
HAUS2	NA
HAUS3	NA
HAUS4	NA
HAUS5	NA
HAUS6	NA
HAUS7	NA
HAUS8	NA
HAVCR1	147050
HAVCR2	NA
HAX1	610738
HBA1	613978
HBA1	604131
HBA1	140700
HBA2	613978
HBA2	604131
HBA2	140700
HBB	613985
HBB	611162
HBB	604131
HBB	603903
HBB	603902
HBB	141749
HBB	140700
HBD	NA
HBE1	NA
HBEGF	NA
HBG1	141749
HBG2	613977
HBG2	141749
HBP1	NA
HBQ1	NA
HBS1L	NA
HBZ	NA
HCAR1	NA
HCAR2	NA
HCAR3	NA
HCCS	309801
HCFC1	309541
HCFC1R1	NA
HCFC2	NA
HCG27	NA
HCK	NA
HCLS1	NA
HCN1	615871
HCN2	NA
HCN3	NA
HCN4	613123
HCN4	163800
HCP5	NA
HCRT	161400
HCRTR1	NA
HCRTR2	NA
HCST	NA
HDAC1	NA
HDAC10	NA
HDAC11	NA
HDAC2	NA
HDAC3	NA
HDAC4	NA
HDAC5	NA
HDAC6	300863
HDAC7	NA
HDAC8	NA
HDAC9	NA
HDC	137580
HDDC2	NA
HDDC3	NA
HDGF	NA
HDGFL1	NA
HDHD2	NA
HDHD3	NA
HDLBP	NA
HDX	NA
HEATR1	NA
HEATR3	NA
HEATR6	NA
HEBP1	NA
HEBP2	NA
HECA	NA
HECTD1	NA
HECTD2	NA
HECTD3	NA
HECW1	NA
HECW2	NA
HEG1	NA
HELB	NA
HELLS	616911
HELZ	NA
HELZ2	NA
HEMGN	NA
HEMK1	NA
HENMT1	NA
HEPACAM	613926
HEPACAM	613925
HEPACAM	604004
HEPH	NA
HEPHL1	NA
HEPN1	NA
HERC1	617011
HERC2	615516
HERC2	227220
HERC2	176270
HERC2P9	NA
HERC3	NA
HERC4	NA
HERC5	NA
HERC6	NA
HERPUD1	NA
HES1	NA
HES3	NA
HES4	NA
HES5	NA
HES6	NA
HES7	613686
HESX1	182230
HEXA	272800
HEXB	268800
HEXDC	NA
HEXIM1	NA
HEXIM2	NA
HEY1	NA
HEY2	NA
HEYL	NA
HFE	NA
HFE2	602390
HGD	203500
HGF	608265
HGFAC	NA
HGH1	NA
HGS	NA
HGSNAT	616544
HGSNAT	252930
HHAT	NA
HHATL	NA
HHEX	NA
HHIP	NA
HHIPL1	NA
HHIPL2	NA
HHLA1	NA
HHLA3	NA
HIBADH	NA
HIBCH	250620
HIC1	NA
HIC2	NA
HID1	NA
HIF1A	NA
HIF1AN	NA
HIF3A	NA
HIGD1A	NA
HIGD1B	NA
HIGD2A	NA
HIGD2B	NA
HIKESHI	NA
HILPDA	NA
HINFP	NA
HINT1	137200
HINT2	NA
HINT3	NA
HIP1	NA
HIP1R	NA
HIPK1	NA
HIPK2	NA
HIPK3	NA
HIPK4	NA
HIRA	NA
HIRIP3	NA
HIST1H1A	NA
HIST1H1B	NA
HIST1H1C	NA
HIST1H1D	NA
HIST1H1E	NA
HIST1H1T	NA
HIST1H2AA	NA
HIST1H2AB	NA
HIST1H2AC	NA
HIST1H2AD	NA
HIST1H2AE	NA
HIST1H2AG	NA
HIST1H2AH	NA
HIST1H2AI	NA
HIST1H2AJ	NA
HIST1H2AK	NA
HIST1H2AL	NA
HIST1H2AM	NA
HIST1H2BA	NA
HIST1H2BB	NA
HIST1H2BC	NA
HIST1H2BD	NA
HIST1H2BE	NA
HIST1H2BF	NA
HIST1H2BG	NA
HIST1H2BH	NA
HIST1H2BI	NA
HIST1H2BJ	NA
HIST1H2BK	NA
HIST1H2BL	NA
HIST1H2BM	NA
HIST1H2BN	NA
HIST1H2BO	NA
HIST1H3A	NA
HIST1H3B	NA
HIST1H3C	NA
HIST1H3D	NA
HIST1H3E	NA
HIST1H3F	NA
HIST1H3G	NA
HIST1H3H	NA
HIST1H3I	NA
HIST1H3J	NA
HIST1H4A	NA
HIST1H4B	NA
HIST1H4C	NA
HIST1H4D	NA
HIST1H4E	NA
HIST1H4F	NA
HIST1H4G	NA
HIST1H4H	NA
HIST1H4I	NA
HIST1H4J	NA
HIST1H4K	NA
HIST1H4L	NA
HIST2H2AA3	NA
HIST2H2AA4	NA
HIST2H2AB	NA
HIST2H2AC	NA
HIST2H2BE	NA
HIST2H2BF	NA
HIST2H3A	NA
HIST2H3C	NA
HIST2H3D	NA
HIST2H4A	NA
HIST2H4B	NA
HIST3H2A	NA
HIST3H2BB	NA
HIST3H3	NA
HIST4H4	NA
HIVEP1	NA
HIVEP2	616977
HIVEP3	NA
HJURP	NA
HK1	NA
HK2	NA
HK3	NA
HKDC1	NA
HKR1	NA
HLA-A	608579
HLA-B	608579
HLA-B	106300
HLA-C	609423
HLA-C	177900
HLA-DMA	NA
HLA-DMB	NA
HLA-DOA	NA
HLA-DOB	NA
HLA-DPA1	NA
HLA-DPB1	NA
HLA-DQA1	212750
HLA-DQA2	NA
HLA-DQB1	212750
HLA-DQB1	126200
HLA-DQB1	123400
HLA-DQB2	NA
HLA-DRA	NA
HLA-DRB1	181000
HLA-DRB1	180300
HLA-DRB1	126200
HLA-DRB3	NA
HLA-DRB4	NA
HLA-DRB5	NA
HLA-E	NA
HLA-F	NA
HLA-G	600807
HLA-V	NA
HLCS	253270
HLF	NA
HLTF	NA
HLX	NA
HM13	NA
HMBOX1	NA
HMBS	NA
HMCES	NA
HMCN1	603075
HMCN2	NA
HMG20A	NA
HMG20B	NA
HMGA1	125853
HMGA2	150699
HMGB1	NA
HMGB2	NA
HMGB3	NA
HMGB3P1	NA
HMGB4	NA
HMGCL	246450
HMGCLL1	NA
HMGCR	NA
HMGCS1	NA
HMGCS2	605911
HMGN1	NA
HMGN2	NA
HMGN3	NA
HMGN4	NA
HMGXB3	NA
HMGXB4	NA
HMMR	114480
HMOX1	614034
HMOX1	606963
HMOX2	NA
HMX2	NA
HN1	NA
HN1L	NA
HNF1A	612520
HNF1A	600496
HNF1A	222100
HNF1A	144700
HNF1A	142330
HNF1A	125853
HNF1B	144700
HNF1B	137920
HNF1B	125853
HNF4A	616026
HNF4A	125853
HNF4A	125850
HNF4G	NA
HNMT	616739
HNMT	600807
HNRNPA0	NA
HNRNPA1	615426
HNRNPA1	615424
HNRNPA1L2	NA
HNRNPA2B1	615422
HNRNPA3	NA
HNRNPAB	NA
HNRNPC	NA
HNRNPCL1	NA
HNRNPD	NA
HNRNPDL	609115
HNRNPF	NA
HNRNPH1	NA
HNRNPH2	300986
HNRNPH3	NA
HNRNPK	616580
HNRNPL	NA
HNRNPLL	NA
HNRNPM	NA
HNRNPR	NA
HNRNPU	NA
HNRNPUL1	NA
HNRNPUL2	NA
HOGA1	613616
HOMER1	NA
HOMER2	616707
HOMER3	NA
HOMEZ	NA
HOOK1	NA
HOOK2	NA
HOOK3	NA
HOPX	NA
HORMAD1	NA
HORMAD2	NA
HOTAIR	NA
HOXA1	601536
HOXA10	NA
HOXA11	605432
HOXA13	176305
HOXA13	140000
HOXA2	612290
HOXA3	NA
HOXA4	NA
HOXA5	NA
HOXA6	NA
HOXA7	NA
HOXA9	NA
HOXB1	614744
HOXB13	NA
HOXB2	NA
HOXB3	NA
HOXB4	NA
HOXB5	NA
HOXB6	NA
HOXB7	NA
HOXB8	NA
HOXB9	NA
HOXC10	NA
HOXC11	NA
HOXC13	614931
HOXC4	NA
HOXC6	NA
HOXC8	NA
HOXC9	NA
HOXD1	NA
HOXD10	192950
HOXD11	NA
HOXD12	NA
HOXD13	610713
HOXD13	192350
HOXD13	186300
HOXD13	186000
HOXD13	113300
HOXD13	113200
HOXD3	NA
HOXD4	NA
HOXD8	NA
HOXD9	NA
HP	614081
HP1BP3	NA
HPCA	224500
HPCAL1	NA
HPCAL4	NA
HPD	276710
HPD	140350
HPF1	NA
HPGD	259100
HPGD	119900
HPGDS	NA
HPN	NA
HPR	NA
HPRT1	300323
HPRT1	300322
HPS1	203300
HPS4	NA
HPS6	614075
HPSE	NA
HPSE2	236730
HPX	NA
HR	209500
HR	203655
HR	146550
HRAS	218040
HRAS	188470
HRAS	163200
HRAS	162900
HRAS	137550
HRAS	109800
HRASLS	NA
HRASLS2	NA
HRASLS5	NA
HRC	NA
HRCT1	NA
HRG	613116
HRH1	NA
HRH2	NA
HRH3	NA
HRH4	NA
HRK	NA
HRNR	NA
HS1BP3	NA
HS2ST1	NA
HS3ST1	NA
HS3ST2	NA
HS3ST3A1	NA
HS3ST3B1	NA
HS3ST4	NA
HS3ST5	NA
HS3ST6	NA
HS6ST1	614880
HS6ST2	NA
HS6ST3	NA
HSBP1	NA
HSBP1L1	NA
HSCB	NA
HSD11B1	614662
HSD11B2	218030
HSD17B1	NA
HSD17B10	300438
HSD17B10	300220
HSD17B11	NA
HSD17B12	NA
HSD17B13	NA
HSD17B14	NA
HSD17B2	NA
HSD17B3	264300
HSD17B4	261515
HSD17B4	233400
HSD17B6	NA
HSD17B7	NA
HSD17B8	NA
HSD3B1	NA
HSD3B2	201810
HSD3B7	607765
HSF1	NA
HSF2	NA
HSF2BP	NA
HSF4	116800
HSF5	NA
HSFX1	NA
HSFX2	NA
HSFY1	415000
HSFY2	NA
HSH2D	NA
HSP90AA1	NA
HSP90AB1	NA
HSP90B1	NA
HSPA12A	NA
HSPA12B	NA
HSPA13	NA
HSPA14	NA
HSPA1A	NA
HSPA1B	NA
HSPA1L	NA
HSPA2	NA
HSPA4	NA
HSPA4L	NA
HSPA5	NA
HSPA6	NA
HSPA8	NA
HSPA9	616854
HSPA9	182170
HSPB1	608634
HSPB1	606595
HSPB11	NA
HSPB2	NA
HSPB3	613376
HSPB6	NA
HSPB7	NA
HSPB8	608673
HSPB8	158590
HSPBAP1	NA
HSPBP1	NA
HSPD1	612233
HSPD1	605280
HSPE1	NA
HSPE1-MOB4	NA
HSPG2	255800
HSPG2	224410
HSPH1	NA
HTATIP2	NA
HTATSF1	NA
HTN1	NA
HTN3	NA
HTR1A	614674
HTR1B	NA
HTR1D	NA
HTR1E	NA
HTR1F	NA
HTR2A	608516
HTR2A	606788
HTR2A	181500
HTR2A	164230
HTR2A	103780
HTR2B	NA
HTR2C	NA
HTR3A	NA
HTR3B	NA
HTR3C	NA
HTR3D	NA
HTR3E	NA
HTR4	NA
HTR5A	NA
HTR6	NA
HTR7	NA
HTRA1	616779
HTRA1	610149
HTRA1	600142
HTRA2	610297
HTRA3	NA
HTT	143100
HUNK	NA
HUS1	NA
HUS1B	NA
HUWE1	300706
HVCN1	NA
HYAL1	601492
HYAL2	NA
HYAL3	NA
HYAL4	NA
HYDIN	608647
HYI	NA
HYKK	NA
HYLS1	236680
HYOU1	NA
HYPK	NA
HYPM	NA
IAPP	NA
IARS	617093
IARS2	616007
IBSP	NA
IBTK	NA
ICA1	NA
ICA1L	NA
ICAM1	611162
ICAM2	NA
ICAM3	NA
ICAM4	111250
ICAM5	NA
ICE1	NA
ICE2	NA
ICK	NA
ICMT	NA
ICOS	607594
ICOS	240500
ICOSLG	NA
ID1	NA
ID2	NA
ID3	NA
ID4	NA
IDE	NA
IDH1	137800
IDH2	613657
IDH3A	NA
IDH3B	612572
IDH3G	NA
IDI1	NA
IDI2	NA
IDNK	NA
IDO1	NA
IDO2	NA
IDS	309900
IDUA	607016
IDUA	607015
IDUA	607014
IER3	NA
IER3IP1	614231
IER5	NA
IER5L	NA
IFFO1	NA
IFI16	NA
IFI27	NA
IFI30	NA
IFI35	NA
IFI44	NA
IFI44L	NA
IFI6	NA
IFIH1	615846
IFIH1	182250
IFIT1	NA
IFIT1B	NA
IFIT2	NA
IFIT3	NA
IFIT5	NA
IFITM1	NA
IFITM2	NA
IFITM3	614680
IFNA1	NA
IFNA10	NA
IFNA13	NA
IFNA14	NA
IFNA16	NA
IFNA17	NA
IFNA2	NA
IFNA21	NA
IFNA4	NA
IFNA5	NA
IFNA6	NA
IFNA7	NA
IFNA8	NA
IFNAR1	NA
IFNAR2	616669
IFNAR2	610424
IFNB1	NA
IFNE	NA
IFNG	613254
IFNG	609532
IFNG	609423
IFNG	609135
IFNG	607948
IFNGR1	615978
IFNGR1	610424
IFNGR1	607948
IFNGR1	600263
IFNGR1	209950
IFNGR2	614889
IFNK	NA
IFNL1	NA
IFNL2	NA
IFNL3	609532
IFNLR1	NA
IFNW1	NA
IFRD1	NA
IFRD2	NA
IFT122	218330
IFT140	266920
IFT172	616394
IFT172	615630
IFT20	NA
IFT22	NA
IFT27	615996
IFT43	614099
IFT46	NA
IFT52	617102
IFT57	NA
IFT74	NA
IFT80	611263
IFT81	NA
IFT88	NA
IGBP1	300472
IGDCC4	NA
IGF1	608747
IGF1R	270450
IGF2	616489
IGF2	194070
IGF2	180860
IGF2	130650
IGF2BP1	NA
IGF2BP2	125853
IGF2BP3	NA
IGF2R	114550
IGFALS	615961
IGFBP1	NA
IGFBP2	NA
IGFBP3	NA
IGFBP4	NA
IGFBP5	NA
IGFBP6	NA
IGFBP7	614224
IGFL1	NA
IGFN1	NA
IGHA1	NA
IGHE	NA
IGHG1	NA
IGHMBP2	616155
IGHMBP2	604320
IGHV4-31	NA
IGIP	NA
IGLC1	NA
IGLL1	613500
IGLL5	NA
IGLV2-14	NA
IGLV3-25	NA
IGSF1	300888
IGSF10	NA
IGSF21	NA
IGSF22	NA
IGSF5	NA
IGSF6	NA
IGSF8	NA
IGSF9	NA
IHH	607778
IHH	112500
IK	NA
IKBIP	NA
IKBKAP	223900
IKBKB	615592
IKBKE	NA
IKBKG	308300
IKBKG	300640
IKBKG	300636
IKBKG	300584
IKBKG	300301
IKBKG	300291
IKZF1	616873
IKZF2	NA
IKZF3	NA
