hgnc_symbol	mim_morbid
S100A14	NA
S100A16	NA
S100A2	NA
S100A3	NA
S100A4	NA
S100A5	NA
S100A6	NA
S100A7	NA
S100A7A	NA
S100A8	NA
S100A9	NA
S100B	NA
S100G	NA
S100P	NA
S100PBP	NA
S100Z	NA
S1PR1	NA
S1PR2	610419
S1PR3	NA
S1PR4	NA
S1PR5	NA
SAA1	NA
SAA2	NA
SAAL1	NA
SAC3D1	NA
SACM1L	NA
SACS	NA
SAE1	NA
SAFB	NA
SAFB2	NA
SAG	613758
SAG	258100
SAGE1	NA
SALL1	107480
SALL2	216820
SALL4	607323
SALL4	147750
SAMD1	NA
SAMD11	NA
SAMD15	NA
SAMD3	NA
SAMD4A	NA
SAMD4B	NA
SAMD5	NA
SAMD7	NA
SAMD8	NA
SAMD9L	159550
SAMHD1	614415
SAMHD1	612952
SAMM50	NA
SAMSN1	NA
SAP130	NA
SAP18	NA
SAP25	NA
SAP30	NA
SAP30BP	NA
SAP30L	NA
SAPCD1	NA
SAPCD2	NA
SAR1A	NA
SAR1B	246700
SARAF	NA
SARDH	NA
SARM1	NA
SARNP	NA
SARS	NA
SARS2	613845
SART1	NA
SART3	NA
SASH1	NA
SASH3	NA
SASS6	616402
SAT1	308800
SAT2	NA
SATB1	NA
SATB2	NA
SATL1	NA
SAV1	NA
SAXO1	NA
SBDS	609135
SBDS	260400
SBF1	615284
SBF2	604563
SBK1	NA
SBNO1	NA
SBSPON	NA
SC5D	607330
SCAF1	NA
SCAF11	NA
SCAF4	NA
SCAF8	NA
SCAI	NA
SCAMP1	NA
SCAMP2	NA
SCAMP3	NA
SCAMP4	NA
SCAMP5	NA
SCAND1	NA
SCAP	NA
SCAPER	NA
SCARA3	NA
SCARA5	NA
SCARB1	610762
SCARB2	254900
SCARF1	NA
SCARF2	600920
SCARNA13	NA
SCARNA8	NA
SCCPDH	NA
SCD	NA
SCD5	NA
SCEL	NA
SCFD1	NA
SCFD2	NA
SCG2	NA
SCG3	NA
SCG5	NA
SCGB1A1	NA
SCGB1C2	NA
SCGB1D1	NA
SCGB2A1	NA
SCGB2A2	NA
SCGB3A1	NA
SCGB3A2	600807
SCGN	NA
SCHIP1	NA
SCIMP	NA
SCIN	NA
SCLT1	NA
SCLY	NA
SCMH1	NA
SCML2	NA
SCML4	NA
SCN10A	615551
SCN11A	615552
SCN11A	615548
SCN1A	609634
SCN1A	607208
SCN1A	604403
SCN1B	615377
SCN1B	612838
SCN1B	604233
SCN2A	613721
SCN2A	607745
SCN2B	615378
SCN3A	NA
SCN3B	613120
SCN4A	614198
SCN4A	613345
SCN4A	608390
SCN4A	170500
SCN4A	170400
SCN4A	168300
SCN4B	611819
SCN5A	614022
SCN5A	608567
SCN5A	603830
SCN5A	603829
SCN5A	601154
SCN5A	601144
SCN5A	272120
SCN5A	113900
SCN7A	NA
SCN8A	NA
SCN9A	NA
SCNM1	NA
SCNN1A	613021
SCNN1A	264350
SCNN1B	264350
SCNN1B	211400
SCNN1B	177200
SCNN1D	NA
SCNN1G	613071
SCNN1G	264350
SCNN1G	177200
SCO1	220110
SCO2	608908
SCO2	604377
SCOC	NA
SCP2	613724
SCP2D1	NA
SCRG1	NA
SCRIB	NA
SCRN1	NA
SCRN2	NA
SCRN3	NA
SCRT1	NA
SCRT2	NA
SCT	NA
SCTR	NA
SCUBE2	NA
SCUBE3	NA
SCX	NA
SCYL1	616719
SCYL2	NA
SCYL3	NA
SDAD1	NA
SDC1	NA
SDC2	NA
SDC3	601665
SDC4	NA
SDCBP	NA
SDCBP2	NA
SDCCAG3	NA
SDCCAG8	615993
SDCCAG8	613615
SDCCAG8	209900
SDE2	NA
SDF2	NA
SDF2L1	NA
SDF4	NA
SDHA	614165
SDHA	613642
SDHA	256000
SDHA	252011
SDHAF1	252011
SDHAF2	601650
SDHB	612359
SDHB	606864
SDHB	606764
SDHB	171300
SDHB	115310
SDHC	606864
SDHC	606764
SDHC	605373
SDHD	615106
SDHD	606864
SDHD	252011
SDHD	171300
SDHD	168000
SDHD	114900
SDK1	NA
SDK2	NA
SDPR	NA
SDR16C5	NA
SDR39U1	NA
SDR42E1	NA
SDR42E2	NA
SDR9C7	NA
SDS	NA
SDSL	NA
SEBOX	NA
SEC11A	NA
SEC11C	NA
SEC13	NA
SEC14L2	NA
SEC14L4	NA
SEC14L6	NA
SEC16A	NA
SEC16B	NA
SEC22A	NA
SEC22B	NA
SEC22C	NA
SEC23A	607812
SEC23B	NA
SEC23IP	NA
SEC24A	NA
SEC24B	NA
SEC24C	NA
SEC24D	616294
SEC31A	NA
SEC31B	NA
SEC61A1	617056
SEC61A2	NA
SEC61B	NA
SEC61G	NA
SEC62	NA
SEC63	617004
SEC63	174050
SECISBP2	609698
SECISBP2L	NA
SECTM1	NA
SEH1L	NA
SEL1L	NA
SEL1L2	NA
SEL1L3	NA
SELE	145500
SELENBP1	NA
SELENOI	NA
SELL	NA
SELP	147050
SELPLG	NA
SEMA3A	614897
SEMA3B	NA
SEMA3C	NA
SEMA3D	NA
SEMA3E	214800
SEMA3F	NA
SEMA3G	NA
SEMA4A	NA
SEMA4B	NA
SEMA4C	NA
SEMA4D	NA
SEMA4F	NA
SEMA4G	NA
SEMA5A	NA
SEMA5B	NA
SEMA6A	NA
SEMA6C	NA
SEMA6D	NA
SEMA7A	614745
SEMG1	NA
SEMG2	NA
SENP1	NA
SENP2	NA
SENP3	NA
SENP5	NA
SENP6	NA
SENP7	NA
SENP8	NA
SEPHS1	NA
SEPHS2	NA
SEPSECS	613811
SEPT1	NA
SEPT10	NA
SEPT11	NA
SEPT12	614822
SEPT14	NA
SEPT2	NA
SEPT3	NA
SEPT4	NA
SEPT5	NA
SEPT6	NA
SEPT7	NA
SEPT8	NA
SEPT9	162100
SERAC1	614739
SERBP1	NA
SERF1A	NA
SERF1B	NA
SERF2	NA
SERGEF	NA
SERINC1	NA
SERINC2	NA
SERINC3	NA
SERINC4	NA
SERINC5	NA
SERP1	NA
SERP2	NA
SERPINA1	613490
SERPINA1	606963
SERPINA10	NA
SERPINA12	NA
SERPINA2	107410
SERPINA3	NA
SERPINA4	NA
SERPINA5	NA
SERPINA7	300932
SERPINB1	NA
SERPINB10	NA
SERPINB12	NA
SERPINB13	NA
SERPINB2	NA
SERPINB3	NA
SERPINB4	NA
SERPINB5	NA
SERPINB6	613453
SERPINB8	617115
SERPINB9	NA
SERPINC1	613118
SERPIND1	612356
SERPINE1	613329
SERPINE2	NA
SERPINF1	613982
SERPINF2	NA
SERPING1	120790
SERPING1	106100
SERPINH1	613848
SERPINH1	610504
SERPINI1	604218
SERPINI2	NA
SERTAD1	NA
SERTAD2	NA
SERTAD3	NA
SERTAD4	NA
SERTM1	NA
SESN1	NA
SESN2	NA
SESN3	NA
SESTD1	NA
SET	NA
SETBP1	616078
SETBP1	269150
SETD1A	NA
SETD1B	NA
SETD2	616831
SETD3	NA
SETD5	NA
SETD6	NA
SETD7	NA
SETD9	NA
SETDB1	NA
SETDB2	NA
SETMAR	NA
SETSIP	NA
SETX	606002
SETX	602433
SEZ6	NA
SEZ6L	NA
SEZ6L2	NA
SF1	NA
SF3A1	NA
SF3A2	NA
SF3A3	NA
SF3B1	614286
SF3B2	NA
SF3B3	NA
SF3B4	154400
SF3B5	NA
SF3B6	NA
SFI1	NA
SFMBT1	NA
SFMBT2	NA
SFN	NA
SFPQ	NA
SFR1	NA
SFRP1	NA
SFRP2	NA
SFRP4	265900
SFRP5	NA
SFSWAP	NA
SFT2D2	NA
SFT2D3	NA
SFTA3	NA
SFTPA1	178500
SFTPA2	178500
SFTPB	265120
SFTPC	610913
SFTPC	178500
SFTPD	NA
SFXN1	NA
SFXN3	NA
SFXN4	615578
SGCA	608099
SGCB	604286
SGCD	606685
SGCD	601287
SGCE	159900
SGCG	253700
SGF29	NA
SGIP1	NA
SGK1	NA
SGK2	NA
SGK3	NA
SGMS1	NA
SGMS2	NA
SGO1	616201
SGO2	NA
SGPL1	NA
SGPP1	NA
SGPP2	NA
SGSH	252900
SGSM1	NA
SGSM2	NA
SGSM3	NA
SGTA	NA
SGTB	NA
SH2B1	NA
SH2B2	NA
SH2B3	254450
SH2B3	187950
SH2B3	133100
SH2D1A	308240
SH2D1B	NA
SH2D2A	NA
SH2D3A	NA
SH2D3C	NA
SH2D4A	NA
SH2D5	NA
SH2D6	NA
SH3BGR	NA
SH3BGRL	NA
SH3BGRL2	NA
SH3BGRL3	NA
SH3BP1	NA
SH3BP2	118400
SH3BP4	NA
SH3BP5	NA
SH3BP5L	NA
SH3D19	NA
SH3D21	NA
SH3GL1	NA
SH3GL2	NA
SH3GL3	NA
SH3GLB1	NA
SH3GLB2	NA
SH3KBP1	NA
SH3PXD2A	NA
SH3PXD2B	249420
SH3RF1	NA
SH3RF2	NA
SH3RF3	NA
SH3YL1	NA
SHANK1	NA
SHANK2	613436
SHANK3	613950
SHANK3	606232
SHARPIN	NA
SHB	NA
SHBG	NA
SHC1	NA
SHC2	NA
SHC3	NA
SHC4	NA
SHCBP1	NA
SHCBP1L	NA
SHD	NA
SHE	NA
SHFM1	NA
SHH	611638
SHH	269160
SHH	147250
SHH	142945
SHISA2	NA
SHISA3	NA
SHISA4	NA
SHISA5	NA
SHISA6	NA
SHKBP1	NA
SHMT1	NA
SHMT2	NA
SHOC2	607721
SHOX	NA
SHOX2	NA
SHPK	NA
SHPRH	NA
SHQ1	NA
SHROOM1	NA
SHROOM2	NA
SHROOM3	NA
SHROOM4	300434
SHTN1	NA
SI	222900
SIAE	613551
SIAH1	NA
SIAH2	NA
SIDT2	NA
SIGIRR	NA
SIGLEC1	NA
SIGLEC10	NA
SIGLEC11	NA
SIGLEC12	NA
SIGLEC14	NA
SIGLEC15	NA
SIGLEC5	NA
SIGLEC6	NA
SIGLEC7	NA
SIGLEC8	NA
SIGLEC9	NA
SIGLECL1	NA
SIGMAR1	614373
SIGMAR1	605726
SIK1	616341
SIK2	NA
SIK3	NA
SIKE1	NA
SIL1	248800
SIM1	601665
SIM2	NA
SIMC1	NA
SIN3A	613406
SIN3B	NA
SIPA1	NA
SIPA1L1	NA
SIPA1L2	NA
SIPA1L3	616851
SIRPA	NA
SIRPB1	NA
SIRPB2	NA
SIRPD	NA
SIRPG	NA
SIRT1	NA
SIRT2	NA
SIRT3	NA
SIRT4	NA
SIRT5	NA
SIRT6	NA
SIRT7	NA
SIT1	NA
SIVA1	NA
SIX1	608389
SIX1	605192
SIX1	113650
SIX2	NA
SIX3	269160
SIX3	157170
SIX4	NA
SIX5	610896
SIX6	212550
SIX6	206900
SKA1	NA
SKA2	NA
SKA3	NA
SKAP1	NA
SKAP2	NA
SKI	182212
SKIDA1	NA
SKIL	NA
SKIV2L	614602
SKIV2L2	NA
SKOR2	NA
SKP1	NA
SKP2	NA
SLA	NA
SLA2	NA
SLAIN1	NA
SLAIN2	NA
SLAMF1	NA
SLAMF6	NA
SLAMF7	NA
SLAMF8	NA
SLBP	NA
SLC10A1	NA
SLC10A2	613291
SLC10A3	NA
SLC10A6	NA
SLC11A1	610446
SLC11A1	607948
SLC11A2	NA
SLC12A1	601678
SLC12A2	NA
SLC12A3	263800
SLC12A4	NA
SLC12A5	616685
SLC12A5	616645
SLC12A6	218000
SLC12A7	NA
SLC12A8	NA
SLC13A1	NA
SLC13A2	NA
SLC13A3	NA
SLC13A4	NA
SLC13A5	615905
SLC14A1	111000
SLC14A2	NA
SLC15A1	NA
SLC15A2	NA
SLC15A3	NA
SLC15A4	NA
SLC15A5	NA
SLC16A1	616095
SLC16A1	610021
SLC16A1	245340
SLC16A11	NA
SLC16A12	612018
SLC16A2	300523
SLC16A3	NA
SLC16A4	NA
SLC16A5	NA
SLC16A6	NA
SLC16A7	NA
SLC16A8	NA
SLC16A9	NA
SLC17A1	NA
SLC17A2	NA
SLC17A3	612671
SLC17A4	NA
SLC17A5	604369
SLC17A5	269920
SLC17A6	NA
SLC17A7	NA
SLC17A8	605583
SLC17A9	616063
SLC18A1	NA
SLC18A2	NA
SLC18A3	NA
SLC19A1	NA
SLC19A2	249270
SLC19A3	607483
SLC1A1	615232
SLC1A2	617105
SLC1A3	612656
SLC1A4	616657
SLC1A5	NA
SLC1A6	NA
SLC1A7	NA
SLC20A1	NA
SLC20A2	213600
SLC22A1	NA
SLC22A10	NA
SLC22A12	220150
SLC22A13	NA
SLC22A15	NA
SLC22A16	NA
SLC22A17	NA
SLC22A18	268210
SLC22A18	211980
SLC22A18	114480
SLC22A2	NA
SLC22A23	NA
SLC22A24	NA
SLC22A25	NA
SLC22A3	NA
SLC22A4	180300
SLC22A5	212140
SLC22A6	NA
SLC22A7	NA
SLC22A8	NA
SLC22A9	NA
SLC23A1	NA
SLC23A2	NA
SLC24A1	NA
SLC24A2	NA
SLC24A3	NA
SLC24A4	615887
SLC24A4	210750
SLC24A5	113750
SLC25A1	615182
SLC25A10	NA
SLC25A11	NA
SLC25A12	612949
SLC25A13	605814
SLC25A13	603471
SLC25A14	NA
SLC25A15	238970
SLC25A16	NA
SLC25A17	NA
SLC25A18	NA
SLC25A19	613710
SLC25A19	607196
SLC25A2	NA
SLC25A20	212138
SLC25A21	NA
SLC25A22	609304
SLC25A23	NA
SLC25A27	NA
SLC25A28	NA
SLC25A3	610773
SLC25A31	NA
SLC25A32	616839
SLC25A33	NA
SLC25A34	NA
SLC25A36	NA
SLC25A37	NA
SLC25A38	205950
SLC25A39	NA
SLC25A4	615418
SLC25A4	609283
SLC25A40	NA
SLC25A43	NA
SLC25A46	616505
SLC25A47	NA
SLC25A48	NA
SLC25A5	NA
SLC25A51	NA
SLC25A53	NA
SLC25A6	NA
SLC26A1	167030
SLC26A11	NA
SLC26A2	600972
SLC26A2	256050
SLC26A2	226900
SLC26A2	222600
SLC26A3	214700
SLC26A4	600791
SLC26A4	274600
SLC26A6	NA
SLC26A7	NA
SLC26A8	606766
SLC26A9	NA
SLC27A1	NA
SLC27A2	NA
SLC27A3	NA
SLC27A4	608649
SLC27A5	NA
SLC27A6	NA
SLC28A1	NA
SLC28A2	NA
SLC28A3	NA
SLC29A1	NA
SLC29A2	NA
SLC29A3	602782
SLC29A4	NA
SLC2A1	608885
SLC2A10	208050
SLC2A11	NA
SLC2A12	NA
SLC2A14	NA
SLC2A2	227810
SLC2A2	125853
SLC2A3	NA
SLC2A4	NA
SLC2A4RG	NA
SLC2A5	NA
SLC2A6	NA
SLC2A7	NA
SLC2A8	NA
SLC2A9	612076
SLC30A1	NA
SLC30A2	608118
SLC30A3	NA
SLC30A5	NA
SLC30A6	NA
SLC30A7	NA
SLC30A8	125853
SLC30A9	NA
SLC31A1	NA
SLC31A2	NA
SLC32A1	NA
SLC33A1	614482
SLC33A1	612539
SLC34A1	616963
SLC34A1	613388
SLC34A1	612286
SLC34A2	610441
SLC34A2	265100
SLC34A3	241530
SLC35A1	603585
SLC35A2	300896
SLC35A3	615553
SLC35B1	NA
SLC35B2	NA
SLC35B3	NA
SLC35B4	NA
SLC35C1	266265
SLC35C2	NA
SLC35D1	269250
SLC35D2	NA
SLC35D3	NA
SLC35E1	NA
SLC35E2	NA
SLC35E2B	NA
SLC35F1	NA
SLC35F2	NA
SLC35F6	NA
SLC35G2	NA
SLC35G3	NA
SLC35G4	NA
SLC36A1	NA
SLC36A2	242600
SLC36A2	138500
SLC36A3	NA
SLC37A1	NA
SLC37A3	NA
SLC37A4	232240
SLC37A4	232220
SLC38A1	NA
SLC38A11	NA
SLC38A2	NA
SLC38A3	NA
SLC38A4	NA
SLC38A5	NA
SLC38A6	NA
SLC38A7	NA
SLC38A9	NA
SLC39A1	NA
SLC39A10	NA
SLC39A12	NA
SLC39A13	612350
SLC39A14	617013
SLC39A2	NA
SLC39A3	NA
SLC39A4	201100
SLC39A5	615946
SLC39A6	NA
SLC39A7	NA
SLC39A8	616721
SLC3A1	220100
SLC3A2	NA
SLC40A1	606069
SLC41A1	NA
SLC41A2	NA
SLC41A3	NA
SLC43A1	NA
SLC43A2	NA
SLC43A3	NA
SLC44A1	NA
SLC44A2	NA
SLC44A3	NA
SLC44A4	NA
SLC44A5	NA
SLC45A1	NA
SLC45A2	606574
SLC45A2	227240
SLC45A3	NA
SLC46A1	229050
SLC46A3	NA
SLC47A1	NA
SLC47A2	NA
SLC48A1	NA
SLC4A1	612653
SLC4A1	611590
SLC4A1	611162
SLC4A1	601551
SLC4A1	601550
SLC4A1	185020
SLC4A1	179800
SLC4A1	166900
SLC4A1	112050
SLC4A1	112010
SLC4A1	110500
SLC4A10	NA
SLC4A1AP	NA
SLC4A2	NA
SLC4A3	NA
SLC4A4	NA
SLC4A5	NA
SLC4A7	NA
SLC4A8	NA
SLC4A9	NA
SLC50A1	NA
SLC51A	NA
SLC51B	NA
SLC52A1	615026
SLC52A2	614707
SLC52A3	211530
SLC52A3	211500
SLC5A1	606824
SLC5A10	NA
SLC5A11	NA
SLC5A12	NA
SLC5A2	233100
SLC5A3	NA
SLC5A4	NA
SLC5A5	274400
SLC5A6	NA
SLC5A7	617143
SLC5A7	158580
SLC5A8	NA
SLC5A9	NA
SLC6A1	616421
SLC6A11	NA
SLC6A12	NA
SLC6A13	NA
SLC6A14	300306
SLC6A15	NA
SLC6A18	NA
SLC6A19	242600
SLC6A19	234500
SLC6A19	138500
SLC6A2	604715
SLC6A20	242600
SLC6A20	138500
SLC6A3	613135
SLC6A3	188890
SLC6A4	607834
SLC6A4	164230
SLC6A5	614618
SLC6A6	NA
SLC6A7	NA
SLC6A8	300352
SLC6A9	NA
SLC7A1	NA
SLC7A10	NA
SLC7A11	NA
SLC7A13	NA
SLC7A14	615725
SLC7A2	NA
SLC7A3	NA
SLC7A4	NA
SLC7A5	NA
SLC7A6	NA
SLC7A6OS	NA
SLC7A7	222700
SLC7A8	NA
SLC7A9	220100
SLC8A1	NA
SLC8A2	NA
SLC8A3	NA
SLC8B1	NA
SLC9A1	616291
SLC9A2	NA
SLC9A3	616868
SLC9A3R1	612287
SLC9A3R2	NA
SLC9A4	NA
SLC9A5	NA
SLC9A6	300243
SLC9A7	NA
SLC9A8	NA
SLC9A9	613410
SLC9B1	NA
SLC9B2	NA
SLC9C1	NA
SLC9C2	NA
SLCO1A2	NA
SLCO1B1	237450
SLCO1B3	237450
SLCO1B7	NA
SLCO1C1	NA
SLCO2A1	614441
SLCO2B1	NA
SLCO4A1	NA
SLCO6A1	NA
SLF1	NA
SLF2	NA
SLFN12	NA
SLFN12L	NA
SLFN5	NA
SLFNL1	NA
SLIRP	NA
SLIT1	NA
SLIT1-AS1	NA
SLIT2	NA
SLIT3	NA
SLITRK2	NA
SLITRK3	NA
SLITRK4	NA
SLITRK6	221200
SLK	NA
SLMAP	NA
SLN	NA
SLPI	NA
SLTM	NA
SLU7	NA
SLURP1	248300
SLX1A	NA
SLX1B	NA
SLX4	613951
SLX4	189960
SLX4IP	NA
SMAD1	NA
SMAD2	NA
SMAD3	613795
SMAD4	260350
SMAD4	175050
SMAD4	174900
SMAD4	139210
SMAD5	NA
SMAD6	614823
SMAD7	612229
SMAD9	615342
SMAGP	NA
SMAP1	NA
SMAP2	NA
SMARCA1	NA
SMARCA2	601358
SMARCA4	614609
SMARCA4	613325
SMARCA5	NA
SMARCAD1	136000
SMARCAL1	242900
SMARCB1	614608
SMARCB1	609322
SMARCB1	162091
SMARCC1	NA
SMARCC2	NA
SMARCD1	NA
SMARCD2	NA
SMARCD3	NA
SMARCE1	616938
SMARCE1	607174
SMC1A	300590
SMC1B	NA
SMC2	NA
SMC3	610759
SMC4	NA
SMC5	NA
SMC6	NA
SMCHD1	158901
SMCO1	NA
SMCO3	NA
SMCO4	NA
SMCP	NA
SMDT1	NA
SMG1	NA
SMG5	NA
SMG6	NA
SMG7	NA
SMG8	NA
SMG9	NA
SMIM11A	NA
SMIM12	NA
SMIM13	NA
SMIM14	NA
SMIM15	NA
SMIM2	NA
SMIM21	NA
SMIM22	NA
SMIM23	NA
SMIM3	NA
SMIM5	NA
SMIM6	NA
SMIM9	NA
SMLR1	NA
SMN1	271150
SMN1	253550
SMN1	253400
SMN1	253300
SMN2	253400
SMNDC1	NA
SMO	605462
SMO	601707
SMOC1	206920
SMOC2	125400
SMOX	NA
SMPD1	607616
SMPD1	257200
SMPD2	NA
SMPD3	NA
SMPD4	NA
SMPDL3A	NA
SMPDL3B	NA
SMR3A	NA
SMR3B	NA
SMS	309583
SMTN	NA
SMTNL2	NA
SMU1	NA
SMUG1	NA
SMURF1	NA
SMURF2	NA
SMYD1	NA
SMYD2	NA
SMYD3	NA
SMYD5	NA
SNAI1	NA
SNAI2	608890
SNAI2	172800
SNAP23	NA
SNAP25	616330
SNAP29	609528
SNAP47	NA
SNAP91	NA
SNAPC1	NA
SNAPC2	NA
SNAPC3	NA
SNAPC4	NA
SNAPC5	NA
SNAPIN	NA
SNCA	605543
SNCA	168601
SNCA	127750
SNCAIP	NA
SNCB	127750
SNCG	NA
SND1	NA
SNED1	NA
SNF8	NA
SNHG11	NA
SNIP1	614501
SNORA12	NA
SNORA74A	NA
SNORD3A	NA
SNRK	NA
SNRNP200	610359
SNRNP25	NA
SNRNP27	NA
SNRNP35	NA
SNRNP40	NA
SNRNP48	NA
SNRNP70	NA
SNRPA	NA
SNRPA1	NA
SNRPB	117650
SNRPB2	NA
SNRPC	NA
SNRPD1	NA
SNRPD2	NA
SNRPD3	NA
SNRPE	615059
SNRPF	NA
SNRPG	NA
SNRPN	209850
SNRPN	176270
SNTA1	612955
SNTB1	NA
SNTB2	NA
SNTG1	NA
SNTG2	NA
SNU13	NA
SNUPN	NA
SNURF	NA
SNW1	NA
SNX1	NA
SNX10	615085
SNX11	NA
SNX12	NA
SNX13	NA
SNX15	NA
SNX17	NA
SNX18	NA
SNX19	NA
SNX2	NA
SNX20	NA
SNX21	NA
SNX22	NA
SNX24	NA
SNX27	NA
SNX3	NA
SNX30	NA
SNX31	NA
SNX32	NA
SNX33	NA
SNX4	NA
SNX5	NA
SNX6	NA
SNX7	NA
SNX8	NA
SNX9	NA
SOAT1	NA
SOAT2	NA
SOBP	613671
SOCS1	NA
SOCS2	NA
SOCS3	NA
SOCS4	NA
SOCS5	NA
SOCS6	NA
SOCS7	NA
SOD1	105400
SOD2	612634
SOD3	NA
SOGA1	NA
SOGA3	NA
SOHLH2	NA
SON	617140
SORBS1	NA
SORBS2	NA
SORBS3	NA
SORCS1	NA
SORCS3	NA
SORD	NA
SORL1	104300
SORT1	613589
SOS1	610733
SOS1	135300
SOS2	616559
SOST	269500
SOST	239100
SOST	122860
SOSTDC1	NA
SOWAHA	NA
SOWAHB	NA
SOWAHC	NA
SOX10	613266
SOX10	611584
SOX10	609136
SOX12	NA
SOX13	NA
SOX14	NA
SOX15	NA
SOX17	613674
SOX18	607823
SOX18	137940
SOX2	206900
SOX2	189960
SOX21	NA
SOX3	312000
SOX3	300123
SOX30	NA
SOX4	NA
SOX5	616803
SOX6	NA
SOX7	NA
SOX8	NA
SOX9	616425
SOX9	114290
SP1	NA
SP100	NA
SP110	NA
SP140	NA
SP140L	NA
SP2	NA
SP3	NA
SP4	NA
SP5	NA
SP6	NA
SP7	613849
SP8	NA
SPA17	NA
SPACA1	NA
SPACA3	NA
SPACA5	NA
SPACA5B	NA
SPACA6	NA
SPACA7	NA
SPACA9	NA
SPAG1	615505
SPAG11A	NA
SPAG11B	NA
SPAG16	NA
SPAG4	NA
SPAG5	NA
SPAG6	NA
SPAG7	NA
SPAG8	NA
SPAG9	NA
SPAM1	NA
SPANXA1	NA
SPANXA2	NA
SPANXC	NA
SPANXD	NA
SPANXN1	NA
SPANXN2	NA
SPANXN3	NA
SPANXN4	NA
SPANXN5	NA
SPARC	616507
SPARCL1	NA
SPAST	NA
SPATA1	NA
SPATA12	NA
SPATA13	NA
SPATA16	102530
SPATA17	NA
SPATA18	NA
SPATA19	NA
SPATA2	NA
SPATA20	NA
SPATA22	NA
SPATA24	NA
SPATA25	NA
SPATA3	NA
SPATA31A1	NA
SPATA31A3	NA
SPATA31A5	NA
SPATA31A6	NA
SPATA31A7	NA
SPATA31D1	NA
SPATA31E1	NA
SPATA32	NA
SPATA33	NA
SPATA4	NA
SPATA5	616577
SPATA5L1	NA
SPATA6	NA
SPATA6L	NA
SPATA7	604232
SPATA8	NA
SPATC1	NA
SPATC1L	NA
SPATS1	NA
SPATS2	NA
SPATS2L	NA
SPC24	NA
SPC25	NA
SPCS1	NA
SPCS2	NA
SPCS3	NA
SPDEF	NA
SPDL1	NA
SPDYA	NA
SPDYC	NA
SPDYE1	NA
SPDYE11	NA
SPDYE16	NA
SPDYE17	NA
SPDYE18	NA
SPDYE2	NA
SPDYE2B	NA
SPDYE3	NA
SPDYE4	NA
SPDYE5	NA
SPDYE6	NA
SPECC1L	600251
SPECC1L	145410
SPECC1L-ADORA2A	NA
SPEF1	NA
SPEG	615959
SPEM1	NA
SPEN	NA
SPERT	NA
SPESP1	NA
SPG11	616668
SPG11	604360
SPG20	275900
SPG21	248900
SPG7	607259
SPHK1	NA
SPHK2	NA
SPHKAP	NA
SPI1	NA
SPIB	NA
SPIC	NA
SPICE1	NA
SPIDR	NA
SPIN1	NA
SPIN2A	NA
SPIN2B	NA
SPIN4	NA
SPINK1	608189
SPINK1	167800
SPINK14	NA
SPINK2	NA
SPINK5	256500
SPINK5	147050
SPINK6	NA
SPINK7	NA
SPINK9	NA
SPINT1	NA
SPINT2	270420
SPINT3	NA
SPINT4	NA
SPIRE2	NA
SPN	NA
SPNS1	NA
SPNS2	NA
SPNS3	NA
SPO11	NA
SPOCD1	NA
SPOCK1	NA
SPOCK2	NA
SPOCK3	NA
SPON1	NA
SPON2	NA
SPOP	NA
SPOPL	NA
SPOUT1	NA
SPP1	NA
SPP2	NA
SPPL2A	NA
SPPL2B	NA
SPPL2C	NA
SPR	612716
SPRED1	611431
SPRED2	NA
SPRED3	NA
SPRR1A	NA
SPRR1B	NA
SPRR2A	NA
SPRR2B	NA
SPRR2D	NA
SPRR2E	NA
SPRR2F	NA
SPRR2G	NA
SPRR3	NA
SPRR4	NA
SPRTN	616200
SPRY1	NA
SPRY2	616818
SPRY4	615266
SPRYD3	NA
SPRYD7	NA
SPSB1	NA
SPSB2	NA
SPSB3	NA
SPSB4	NA
SPTA1	270970
SPTA1	266140
SPTA1	130600
SPTAN1	613477
SPTB	616649
SPTBN1	NA
SPTBN2	NA
SPTBN4	NA
SPTBN5	NA
SPTLC1	162400
SPTLC2	613640
SPTLC3	NA
SPTSSA	NA
SPTSSB	NA
SPX	NA
SPZ1	NA
SQLE	NA
SQRDL	NA
SQSTM1	617145
SQSTM1	616437
SQSTM1	602080
SRA1	NA
SRBD1	NA
SRC	616937
SRC	114500
SRCAP	136140
SRCIN1	NA
SRD5A1	NA
SRD5A2	264600
SRD5A3	612713
SRD5A3	612379
SREBF1	NA
SREBF2	NA
SREK1	NA
SREK1IP1	NA
SRF	NA
SRFBP1	NA
SRGAP1	188470
SRGAP2	NA
SRGAP2B	NA
SRGAP2C	NA
SRGAP3	NA
SRGN	NA
SRI	NA
SRL	NA
SRM	NA
SRMS	NA
SRP14	NA
SRP19	NA
SRP54	NA
SRP68	NA
SRP72	614675
SRP9	NA
SRPK1	NA
SRPK2	NA
SRPK3	NA
SRPRA	NA
SRPRB	NA
SRPX	NA
SRPX2	300643
SRR	NA
SRRD	NA
SRRM1	NA
SRRM2	NA
SRRM3	NA
SRRM4	NA
SRRT	NA
SRSF1	NA
SRSF10	NA
SRSF11	NA
SRSF12	NA
SRSF2	NA
SRSF3	NA
SRSF4	NA
SRSF5	NA
SRSF6	NA
SRSF7	NA
SRSF8	NA
SRSF9	NA
SRXN1	NA
SRY	400045
SRY	400044
SS18	NA
SS18L1	NA
SS18L2	NA
